               n               M       d   Trials       Min    [s]      Lower  [s]      Median [s]      Upper  [s]      Max [s]
       134217728        16777216       8        3       579.341000      579.341000      613.100000      613.100000      746.451000
       134217728        16777216      16        3       574.378000      574.378000      758.060000      758.060000      786.045000
       134217728        16777216      32        3       552.295000      552.295000      601.197000      601.197000      651.877000
       134217728        16777216      64        3       655.031000      655.031000      772.580000      772.580000      777.082000
       134217728        16777216     128        3       618.151000      618.151000      620.352000      620.352000      705.388000
       134217728        33554432       2        3       454.702000      454.702000      546.654000      546.654000      633.515000
       134217728        33554432       4        3       444.244000      444.244000      475.140000      475.140000      532.126000
       134217728        33554432       8        3       493.504000      493.504000      501.220000      501.220000      546.146000
       134217728        33554432      16        3       468.033000      468.033000      478.906000      478.906000      499.545000
       134217728        33554432      32        3       439.678000      439.678000      484.080000      484.080000      611.779000
       134217728        33554432      64        3       454.573000      454.573000      545.405000      545.405000      599.688000
       134217728        33554432     128        3       469.949000      469.949000      505.952000      505.952000      510.469000
       134217728        67108864       2        3       379.453000      379.453000      382.222000      382.222000      431.138000
       134217728        67108864       4        3       367.297000      367.297000      372.354000      372.354000      387.736000
       134217728        67108864       8        3       400.550000      400.550000      415.032000      415.032000      444.934000
       134217728        67108864      16        3       391.910000      391.910000      481.780000      481.780000      524.334000
       134217728        67108864      32        3       384.890000      384.890000      395.410000      395.410000      447.288000
       134217728        67108864      64        3       414.507000      414.507000      429.705000      429.705000      446.300000
       134217728        67108864     128        3       393.043000      393.043000      450.068000      450.068000      546.633000
       134217728       134217728       2        3       314.838000      314.838000      352.841000      352.841000      374.864000
       134217728       134217728       4        3       346.025000      346.025000      357.248000      357.248000      431.898000
       134217728       134217728       8        3       373.929000      373.929000      381.786000      381.786000      558.644000
       134217728       134217728      16        3       366.755000      366.755000      384.003000      384.003000      387.019000
       134217728       134217728      32        3       309.080000      309.080000      335.442000      335.442000      440.645000
       134217728       134217728      64        3       315.729000      315.729000      332.916000      332.916000      377.996000
       134217728       134217728     128        3       346.375000      346.375000      349.224000      349.224000      370.920000
       134217728       268435456       2        3       321.256000      321.256000      342.618000      342.618000      410.547000
       134217728       268435456       4        3       343.500000      343.500000      348.158000      348.158000      352.534000
       134217728       268435456       8        3       325.544000      325.544000      341.417000      341.417000      356.694000
       134217728       268435456      16        3       315.330000      315.330000      377.702000      377.702000      392.043000
       134217728       268435456      32        3       340.534000      340.534000      386.359000      386.359000      390.777000
       134217728       268435456      64        3       345.627000      345.627000      348.358000      348.358000      364.206000
       134217728       268435456     128        3       335.326000      335.326000      373.021000      373.021000      381.588000
       268435456        16777216       2        3       1731.735000     1731.735000     1779.386000     1779.386000     2064.445000
       268435456        16777216       4        3       1743.750000     1743.750000     1751.253000     1751.253000     1941.604000
